PolicyID,ClaimAmount
83166,1185
83218,1200
83222,770
83245,4746
83253,1168
83276,246
83305,1155
83316,15
83336,1117
83339,551
83358,1139
83358,1177
83383,176
83386,253
83401,1220
83409,19261
83421,373
83429,1216
83436,1109
83492,1898
83496,1193
83528,1191
83528,1141
83536,1142
83546,1117
83546,1432
83573,1830
83574,578
83594,5512
83624,1188
83631,3832
83636,85
83636,86
83667,2673
83727,6274
83765,1065
83785,1114
83817,1240
83818,1127
83874,1161
83933,975
83936,421
83960,745
83973,3287
84017,1097
84021,3583
84050,1135
84050,1119
84074,1151
84079,1798
84083,1178
84084,1150
84124,153
84188,1119
84207,1127
84250,1797
84263,1074
84297,2791
84308,4152
84311,69
84319,403
84345,11366
84376,582
84377,1094
84406,1381
84433,1148
84437,410
84446,54
84447,1121
84471,53
84479,1145
84482,1611
84501,1174
84509,185
84552,2058
84555,1123
84569,436
84601,57
84604,1081
84607,1198
84613,11
84668,963
84672,1098
84702,861
84714,1123
84723,222
84723,1159
84753,60
84754,1118
84762,1577
84777,1514
84845,42
84868,976
84881,1127
84924,104
84958,2215
84976,2907
84994,479
84995,151
85050,1528
85066,1185
85095,211
85106,728
85153,924
85155,401
85155,1110
85160,1104
85195,550
85211,1157
85214,1735
85239,1128
85288,318
85308,329
85327,242
85339,3518
85354,341
85364,1174
85397,1112
85400,1181
85428,4187
85456,2251
85473,92
85478,1522
85493,485
85509,1082
85512,1117
85538,1133
85538,1134
85544,65
85582,1119
85588,4571
85614,17
85654,108
85666,1350
85671,1190
85676,1162
85686,1153
85712,1099
85733,1357
85737,1453
85747,1161
85755,395
85755,1680
85762,1164
85777,691
85813,471
85823,849
85851,118
85854,1141
85864,1116
85866,1323
85868,637
85896,1124
85935,1079
85976,8295
85979,389
85997,1128
85997,1110
86015,1265
86033,87
86081,3092
86083,1103
86086,2556
86123,90
86125,311
86128,1188
86136,2160
86143,1116
86148,4995
86155,2083
86155,1120
86164,240
86173,1078
86183,1141
86185,1126
86192,1150
86206,1126
86234,1946
86261,1104
86269,1148
86283,303
86291,1138
86310,337
86313,1172
86324,1117
86335,1153
86342,1101
86350,803
86396,2025
86401,55
86412,351
86424,769
86429,403
86431,68
86441,4884
86447,1169
86455,1115
86457,1163
86463,84
86479,1072
86480,89
86483,5848
86519,75
86529,1833
86530,1151
86593,583
86621,422
86635,1135
86645,920
86676,264
86679,1138
86682,1118
86776,1153
86819,1004
86824,1138
86848,2177
86856,1139
86883,1253
86895,2144
86922,899
86953,1082
86999,1161
87026,3221
87044,1154
87058,78
87062,2703
87071,1157
87080,63
87086,70
87091,1172
87095,1122
87138,1157
87173,1129
87226,8157
87260,286
87266,1125
87300,1158
87327,1093
87353,1194
87378,1130
87380,305
87391,1142
87415,36602
87444,1119
87449,1122
87470,161
87487,450
87562,1146
87597,256
87600,1115
87631,1360
87700,1150
87700,1179
87701,1020
87702,1142
87724,1148
87739,1104
87766,227
87767,1120
87800,1107
87801,1158
87802,613
87824,1090
87858,1139
87896,131
87897,1639
87910,973
87938,1158
87939,760
87942,1163
87989,3340
87991,1158
87991,1123
88000,1250
88029,1179
88088,112
88150,1153
88161,1170
88165,1114
88191,1148
88210,1152
88216,1174
88242,2490
88242,1103
88260,1122
88265,1091
88286,1091
88324,1118
88335,468
88341,1187
88342,586
88374,1116
88378,1122
88391,725
88406,1252
88431,1114
88446,1154
88458,1048
88461,1743
88505,815
88526,1146
88555,336
88563,1173
88601,2221
88608,71
88633,34
88666,2616
88705,1124
88738,1113
88750,1058
88755,2367
88764,1151
88766,14931
88806,203
88857,6317
88875,1053
88878,208
88956,1102
88983,222
89046,4945
89073,107
89079,1161
89120,1161
89121,1095
89160,973
89179,1137
89186,3434
89188,419
89205,726
89210,790
89252,114
89279,383
89331,1114
89375,1110
89396,1176
89434,1357
89457,1355
89479,1063
89482,1140
89489,253
89512,1141
89514,175
89553,572
89563,1177
89573,1135
89573,1105
89580,1436
89590,1550
89608,254944
89688,605
89701,1138
89705,1117
89705,2010
89725,751
89727,1147
89773,1100
89842,1148
89865,1127
89865,1136
89881,167
89883,1154
89899,109
89906,1699
89907,86
89919,661
89927,1130
89959,979
89966,1090
89968,1167
89968,1073
89973,403
89973,1148
89986,585
89987,1139
89988,1143
89990,1138
89991,702
90007,1087
90059,1167
90061,5003
90074,1606
90132,1594
90173,4700
90182,1129
90182,1158
90249,1124
90266,1708
90281,6780
90303,39
90311,297
90326,91
90334,95
90347,623
90378,88
90379,1088
90379,978
90387,3016
90393,2553
90410,3564
90412,1160
90433,16991
90524,35392
90534,1160
90560,1152
90579,1143
90585,601
90601,84
90614,1168
90625,559
90649,1138
90672,1159
90678,344
90679,983
90695,2303
90716,1146
90722,398
90726,63
90751,1115
90756,2763
90780,456
90792,1083
90800,1160
90820,1130
90829,1170
90855,6092
90855,388
90888,13331
90891,1156
90900,2240
90900,3629
90902,13615
90946,1005
90948,1096
90957,1222
90991,3071
90999,1211
91017,692
91027,188
91032,1114
91033,150
91047,1204
91050,1125
91050,1079
91086,5460
91118,1135
91132,1100
91134,1116
91148,1140
91150,1149
91163,1169
91178,1172
91205,2079
91221,9
91245,65
91303,1128
91307,827
91311,1114
91328,1108
91335,1101
91346,59
91364,1063
91375,1713
91378,745
91380,1131
91386,60
91395,2251
91413,687
91432,1192
91453,1133
91458,594
91482,1072
91487,100
91488,375
91493,1178
91498,268
91498,1124
91509,1167
91519,1120
91519,1147
91527,1158
91560,1125
91562,9083
91577,644
91587,1020
91590,1101
91607,595
91646,71
91673,1104
91674,1152
91699,1092
91722,1124
91736,2195
91742,2120
91792,1428
91792,1156
91807,1180
91808,2345
91842,1841
91951,1124
91951,717
91969,1089
91997,1057
92016,500
92022,6356
92043,327
92119,1080
92129,1141
92129,114
92132,795
92145,1164
92167,3948
92214,1163
92233,576
92246,1134
92258,88
92266,1142
92277,825
92306,60
92318,643
92348,2180
92352,1125
92385,1177
92386,2359
92396,1126
92448,1142
92480,825
92492,141
92496,202
92500,1203
92511,585
92522,279
92556,3094
92556,759
92569,252
92570,2577
92681,1090
92687,10869
92709,16157
92713,1152
92715,1317
92747,562
92757,1104
92785,1184
92788,1126
92853,247
92856,1144
92860,2019
92888,1155
92888,588
92888,1152
92928,1111
92988,65
92995,515
92999,733
93003,717
93006,90
93018,1118
93019,1126
93025,10
93042,9
93044,177
93049,79
93051,558
93053,2117
93067,1423
93071,730
93083,407
93099,2938
93101,1098
93116,125
93129,1110
93131,1459
93132,1134
93138,50
93146,1056
93146,1109
93172,1112
93203,405
93234,5781
93263,1114
93263,1098
93281,180
93284,152135
93291,2377
93310,169
93311,236
93321,42
93341,1113
93357,1094
93374,401
93383,1175
93402,1130
93402,634
93413,911
93449,1146
93500,551
93505,1102
93507,78
93543,1093
93546,216
93549,1073
93550,63
93614,1160
93640,1157
93680,414
93680,2167
93680,5638
93717,1171
93765,70
93770,2521
93792,597
93815,1151
93839,1284
93850,44
93870,1109
93896,2114
93950,1134
93951,14837
94088,956
94102,1136
94158,518
94195,1152
94195,1247
94219,1068
94244,1164
94245,597
94249,1102
94294,115
94316,1066
94346,87
94366,600
94369,1050
94412,92
94419,504
94441,1121
94453,1529
94484,1084
94516,72
94525,1161
94532,1151
94537,1107
94555,1081
94562,4214
94564,1915
94574,1163
94623,1032
94623,606
94668,3116
94668,302
94698,422
94721,1101
94738,3592
94747,585
94769,1112
94789,285
94795,2134
94816,1143
94821,1081
94834,67
94967,197
94989,1116
94994,5353
94996,295
95017,1127
95034,13196
95039,1138
95056,1135
95067,1083
95093,118
95094,2308
95104,1149
95114,1097
95123,1104
95182,86
95196,1360
95227,1190
95234,1325
95246,91
95271,899
95342,2134
95394,1148
95398,1139
95398,80
95403,1149
95451,329
95456,1769
95495,95
95501,71
95504,531
95513,1146
95524,769
95554,28
95561,1578
95574,1164
95583,8193
95601,1133
95601,1050
95653,1077
95693,186
95702,1128
95745,1098
95805,25287
95826,1145
95845,122
95861,1201
95908,1702
95913,1129
95926,1115
95933,2318
95934,589
95934,113
95960,587
95968,1712
95993,3938
95993,518
95996,1170
96022,56
96023,64
96025,1405
96059,1159
96136,1104
96143,1132
96151,2233
96155,1280
96161,75
96161,3339
96223,1062
96241,518
96246,1128
96272,1125
96296,1903
96345,1144
96349,1113
96372,79
96375,1173
96444,1117
96448,1120
96473,1137
96473,2717
96486,2932
96488,362
96513,763
96522,1097
96527,2074
96548,45
96572,612
96572,965
96605,1164
96607,84
96616,5822
96644,343
96644,550
96648,1149
96652,3150
96724,95
96726,1120
96726,7574
96735,1388
96767,940
96788,1072
96799,1715
96802,18692
96809,1138
96816,1127
96825,424
96864,1121
96869,305
96882,1155
96913,306559
96935,1118
96971,66
96992,410
97003,1253
97078,1122
97079,63
97079,1141
97079,3334
97102,1069
97109,110
97112,1138
97122,329
97144,2426
97152,1154
97183,1146
97193,498
97193,1736
97201,66
97204,318
97240,1130
97252,359
97303,3270
97304,97
97309,1166
97316,1112
97319,35
97349,1098
97351,211
97378,1776
97402,1123
97405,67
97408,1812
97416,2953
97419,1573
97419,211
97432,1167
97455,1073
97461,3112
97462,1098
97472,579
97478,1121
97478,1090
97498,11582
97512,1033
97594,45
97642,1104
97679,61
97684,545
97685,1181
97696,65
97706,4462
97709,1147
97715,1072
97719,109
97787,139
97859,32
97880,1134
97880,3511
97881,1112
97892,3937
97894,1193
97898,1752
97917,478
97919,994
97939,133
97949,122
97967,163
97969,1267
97981,1203
97981,1111
97982,1102
97989,1110
97990,2317
97998,1172
98031,1154
98056,59
98078,23
98086,1229
98094,1098
98097,176
98122,59
98123,17114
98130,358
98136,161
98141,2036833
98148,1066
98162,1131
98167,1142
98172,475
98210,1087
98240,88
98252,348
98260,1068
98283,1633
98293,1111
98295,1101
98303,1330
98325,944
98336,1097
98336,1971
98340,203
98350,1144
98363,1622
98408,376
98415,2890
98428,309
98481,62
98492,85
98496,293
98534,1159
98546,4223
98563,1129
98569,1290
98606,1153
98606,1121
98613,81
98617,159
98710,1155
98738,2002
98758,1128
98802,115
98802,5780
98819,6708
98831,340
98845,1079
98854,72
98855,1063
98855,1126
98856,1061
98870,76
98891,5971
98893,1111
98931,3137
98943,87
98997,405
99051,81
99065,299
99073,701
99079,1613
99086,811
99091,2433
99106,66248
99116,1481
99128,201
99170,1220
99173,1170
99228,1138
99234,1200
99285,1153
99293,161
99306,495
99312,1189
99384,53
99406,1312
99409,790
99411,1135
99420,73
99444,483
99468,867
99472,1090
99515,1120
99560,403
99564,338
99582,1190
99595,1528
99596,1142
99621,191
99632,15
99644,1152
99647,1655
99657,72
99663,1111
99663,569
99712,1178
99728,251
99740,764
99762,422
99801,1142
99895,289
99911,267
99912,1124
99920,1159
99921,3825
99932,3
99936,1112
99945,1132
99961,1124
99963,1428
99970,6113
99987,121
100020,1094
100245,853
100299,71
100300,1149
100336,1132
100348,1136
100373,1118
100385,1701
100440,69
100477,1166
100577,3159
100589,1457
100678,1103
100710,635
100796,1026
100862,1080
100927,116
100999,704
101004,62
101020,1092
101136,1206
101159,1089
101190,1991
101202,575
101204,101
101229,501
101279,1085
101341,1127
101348,1140
101410,1036
101448,1115
101454,66
101454,1097
101467,1123
101471,43703
101473,1159
101531,3264
101531,1131
101548,2434
101568,1035
101591,41
101594,1136
101625,1951
101630,442
101653,1209
101670,1202
101689,2589
101715,610
101755,92
101784,253
101786,1152
101794,1083
101811,4971
101918,1166
101924,23
101930,1139
101964,70
101985,349
101986,1116
102022,368
102034,1132
102035,1294
102052,1117
102069,63
102128,80
102174,538
102187,1153
102203,325
102211,1154
102214,1118
102272,1097
102317,1127
102324,1118
102332,1202
102413,1084
102415,1127
102423,440
102455,209
102455,1149
102496,1156
102561,447
102586,1027
102586,4517
102710,1100
102718,1185
102723,1178
102753,148
102784,2556
102794,82
102827,2353
102876,1176
102887,1141
102950,5804
102950,1146
102955,1094
102975,395
102995,1137
103006,1711
103028,74
103087,1138
103130,2185
103141,891
103161,576
103170,1142
103172,1114
103188,1116
103298,57
103327,1128
103350,2220
103370,1112
103385,1100
103429,371
103436,1172
103451,2236
103483,66
103493,5432
103571,1092
103620,71
103635,1114
103726,1337
103744,1097
103752,78
103762,1120
103768,56
103773,1091
103813,1421
103813,89
103827,202
103837,1140
103840,193
103866,79
103878,1119
103945,82
103967,595
103973,1136
104002,580
104074,1145
104075,155
104110,90
104123,81
104137,1174
104207,1096
104222,1144
104222,1070
104236,622
104270,1144
104286,1125
104343,72
104376,4296
104391,1097
104411,1129
104436,130
104440,7154
104502,1106
104537,201
104543,1133
104547,165
104550,1160
104588,69
104647,541
104713,326
104718,1152
104861,1154
104955,1046
104978,1144
104997,1115
105061,1068
105076,1209
105138,1620
105185,1119
105190,1123
105204,1184
105211,66
105299,979
105304,3556
105339,1140
105349,1648
105367,1151
105371,1089
105420,1545
105461,1662
105462,3591
105482,1141
105566,151
105572,914
105595,1060
105611,1157
105636,1140
105663,737
105671,5255
105678,1125
105701,1131
105725,1129
105741,12964
105749,4708
105766,1139
105986,15
106000,96
106002,276
106030,1307
106049,2818
106049,2605
106087,1086
106184,15
106197,475
106211,151
106231,5511
106275,688
106275,606
106296,1165
106412,374
106419,997
106420,263
106435,1113
106441,4284
106445,196
106454,26
106455,1119
106464,3688
106492,1191
106494,1183
106525,672
106556,1100
106583,1140
106589,375
106589,1141
106621,1097
106661,1125
106686,302
106702,1092
106728,1090
106730,1151
106733,758
106750,1118
106768,3101
106771,7579
106774,1120
106837,4798
106870,1130
106871,65
106880,358
106904,1758
106940,1081
106942,1100
106945,2217
106977,2462
106982,1090
106993,1088
106996,292
107001,272
107001,942
107020,1187
107027,3441
107040,1141
107041,2815
107086,149
107103,97
107107,1178
107113,1347
107115,1157
107118,56
107123,2191
107161,4800
107167,1155
107206,50
107210,572
107215,7155
107221,1131
107224,1119
107224,1145
107251,60
107263,1072
107267,74
107282,107
107298,1533
107315,968
107388,1154
107408,75
107411,1044
107414,4554
107415,2638
107427,81
107497,1171
107514,204
107552,1152
107584,256
107597,2551
107654,1143
107661,1147
107713,1659
107728,1140
107745,1125
107745,1069
107768,1155
107831,1334
107832,21558
107833,1468
107852,1200
107858,1156
107872,1082
107876,2535
107893,1983
107931,1075
107939,1062
107969,1180
108017,646
108164,1087
108177,1158
108179,166
108189,1027
108196,2355
108209,1238
108225,1173
108226,1078
108290,865
108321,1179
108390,6
108418,1696
108430,361
108449,1141
108451,1178
108492,1176
108569,1094
108648,1460
108674,25
108692,1120
108705,1168
108718,589
108719,1860
108721,1597
108773,3357
108778,652
108790,1114
108798,1125
108822,579
108876,1127
108887,599
108901,1073
108901,1164
108906,1147
108908,893
108946,436
108952,1154
108991,2241
108997,1160
109020,1543
109088,421
109097,1061
109100,2381
109213,1139
109225,689
109245,1099
109245,1119
109257,1842
109257,1231
109264,18710
109281,211
109300,61
109325,1180
109329,780
109339,1070
109343,1143
109350,209
109352,1121
109352,421
109364,1101
109381,1149
109418,445
109418,552
109443,393
109469,1164
109494,586
109618,1092
109641,1177
109678,595
109693,1108
109697,594
109712,1090
109780,326
109830,1134
109877,1162
109877,1197
109931,1121
109942,823
109962,1110
109999,1118
110024,567
110057,122
110059,1538
110062,88
110112,1131
110137,565
110162,1127
110186,1122
110218,1126
110245,1534
110252,1104
110298,1150
110306,148
110328,59
110406,1051
110416,537
110436,713
110436,135
110444,1058
110449,545
110455,1135
110474,259
110493,80
110501,1147
110511,1087
110557,1177
110601,1491
110616,1240
110617,1135
110620,1103
110636,1189
110643,1100
110644,57
110656,4420
110691,1556
110695,1833
110757,1108
110779,1149
110841,1056
110906,1115
110911,1106
110932,1074
110936,329
110975,6163
110982,1165
110993,1117
111029,873
111039,592
111048,1008
111058,550
111058,15722
111091,1506
111119,13430
111121,1115
111123,1676
111148,505
111157,2077
111159,1146
111204,1153
111245,622
111278,1106
111316,1092
111366,1165
111386,1118
111442,1139
111480,1161
111489,2304
111506,64
111558,11
111572,979
111587,1067
111587,1167
111591,1305
111601,1130
111615,1159
111624,557
111654,1115
111680,360
111715,1092
111761,1410
111783,3532
111801,727
111844,5550
111845,1589
111854,28
111862,89
111889,1149
111896,1093
111965,445
111980,1137
111989,841
112012,1100
112015,1913
112045,1116
112054,73
112071,1484
112088,1159
112093,1064
112098,1119
112180,1159
112192,1364
112218,1144
112244,73
112260,1129
112270,4449
112310,370
112340,77
112356,58
112367,1115
112393,1132
112399,10098
112400,313
112401,552
112407,1173
112424,1642
112452,2549
112468,3842
112477,1125
112481,1160
112485,1073
112541,1153
112546,1900
112562,71
112579,1140
112588,1125
112701,4306
112729,1539
112729,2456
112730,949
112732,1117
112745,952
112763,1156
112826,1119
112857,1166
112882,926
112882,1134
112926,610
112938,4255
112942,332
112942,493
112946,3740
112951,874
112975,894
112982,1092
113019,179
113036,1087
113071,300
113071,1111
113076,1103
113083,395
113150,1183
113167,1161
113175,5542
113189,969
113213,1137
113266,1562
113302,1148
113331,91
113367,1188
113368,2054
113376,84
113383,1160
113385,1092
113385,1153
113388,1116
113519,141
113550,98
113561,578
113579,1063
113597,1110
113598,353
113654,1636
113655,869
113674,1083
113676,1155
113694,1165
113697,1145
113737,1152
113747,1172
113767,593
113788,1130
113795,1336
113814,93
113815,1589
113833,1190
113835,678
113849,1183
113855,80
113887,529
113897,1134
113908,7273
113916,131
113933,1181
113959,774
113969,1400
114064,1097
114068,276
114098,1132
114117,3586
114117,1128
114118,468
114121,1086
114123,1159
114123,1152
114126,5502
114154,73
114164,1111
114188,1129
114214,1105
114260,270
114263,28
114264,975
114271,1183
114272,3609
114312,14886
114334,1545
114357,1128
114357,1177
114366,1328
114405,1144
114423,1129
114438,1153
114445,10011
114474,2406
114493,322
114502,1133
114513,1165
114515,85
114531,722
114571,1117
114574,1202
114659,390
114685,1779
114698,1147
114737,604
114745,1150
114760,246
114777,1379
114779,1154
114784,342
114785,1143
114789,1154
114825,806
114828,136
114831,635
114886,1151
114888,1172
114890,661
114911,473
114941,163
114963,652
114966,1676
114974,136
115007,1153
115024,1115
115048,1155
115053,87
115088,52008
115097,64
115097,291
115098,3282
115166,1183
115167,679
115203,1147
115240,1146
115290,2642
115311,1121
115368,100
115406,1085
115443,1175
115455,233
115464,1121
115492,1104
115514,1204
115522,1142
115529,1156
115540,1116
115545,523
115558,1240
115561,1098
115568,64
115583,72
115603,1131
115603,1083
115660,68
115663,541
115671,57
115677,316
115715,463
115723,40
115738,822
115752,1141
115864,1863
115871,1121
115902,577
115905,1154
115940,1921
115944,1062
115965,979
115987,100
116000,1087
116002,419
116039,162
116054,562
116088,1164
116100,1130
116100,2191
116107,2896
116111,1905
116115,1168
116143,548
116197,1158
116199,1132
116208,1104
116215,1079
116263,1105
116270,1143
116293,1333
116297,485
116298,4895
116350,1146
116399,1414
116428,1096
116432,1460
116442,1072
116465,1293
116468,488
116487,1141
116500,1153
116511,427
116517,2101
116544,1113
116565,481
116592,2099
116623,92
116631,1127
116644,1526
116650,1132
116661,624
116673,1152
116677,1696
116701,1135
116816,1162
116818,1159
116820,718
116901,1131
116926,1224
116928,1120
116944,2731
116976,1118
117016,1120
117030,1140
117034,112
117046,69
117049,999
117063,93
117074,1809
117104,1119
117121,601
117132,97
117136,2523
117170,1084
117206,241
117206,60
117228,91
117257,42
117260,1134
117265,1100
117275,1146
117295,1119
117338,1085
117354,73
117375,1200
117385,474
117388,890
117457,1139
117497,755
117552,1126
117572,567
117623,530
117626,1100
117636,1132
117645,1103
117662,2945
117685,4129
117689,1094
117690,1150
117695,610
117717,4457
117747,1144
117780,1094
117809,1094
117821,688
117823,1088
117824,1149
117862,5743
117869,1104
117916,1322
117926,722
117970,2750
117982,99
117984,1186
117985,1125
117988,1127
117989,67
117991,3806
118030,1169
118042,1136
118048,1192
118059,315
118071,63
118174,1120
118209,1166
118216,1903
118252,19869
118256,165
118259,253
118261,1153
118272,1309
118277,1147
118310,60
118319,3770
118324,1071
118336,61
118348,1150
118375,1123
118382,1865
118384,329
118399,166
118461,1084
118473,1106
118488,1118
118505,1321
118517,1556
118542,1688
118552,1364
118575,5848
118587,1085
118616,1150
118665,76
118701,64
118730,73
118744,185
118770,1982
118771,1461
118786,207
118824,1138
118827,200
118830,1144
118859,1176
118870,463
118881,1115
118890,1167
118901,1075
118909,1189
118961,9292
118975,1261
118978,425
118994,1137
119004,278
119069,1147
119071,1104
119075,97
119081,1087
119086,579
119141,71
119141,78
119142,1121
119154,265
119183,1136
119203,1199
119204,75
119276,1129
119282,1095
119288,2740
119294,1141
119302,6222
119310,38
119315,197
119319,1124
119323,1165
119330,1042
119336,364
119367,272
119370,1182
119392,1516
119412,1226
119414,1219
119424,1084
119434,1749
119446,1130
119458,1099
119463,1137
119470,1140
119475,2881
119487,103
119494,1506
119508,1142
119516,2376
119521,1129
119521,886
119531,1086
119542,1100
119542,784
119544,1188
119549,1486
119566,82
119577,219
119595,1157
119607,79
119620,87
119626,601
119656,472
119664,1149
119682,1999
119707,28792
119708,1132
119712,105
119716,1139
119759,1137
119771,754
119776,1134
119839,1154
119845,1083
119858,1116
119913,1127
119945,1939
119973,1069
119998,1122
120008,1115
120033,1719
120047,1212
120047,1180
120054,656
120055,3364
120061,1139
120077,747
120096,58
120137,1139
120137,648
120145,89
120151,1172
120163,762
120175,1104
120199,1130
120199,2973
120204,458
120206,3066
120226,498
120253,1161
120253,1100
120265,1158
120274,1508
120281,1159
120285,3224
120288,452
120311,1398
120335,343
120335,1166
120350,1118
120364,1097
120368,1186
120381,268
120414,1089
120426,1537
120432,1123
120481,1356
120483,213
120484,104
120500,2917
120510,1853
120516,1641
120516,257
120529,1100
120559,1155
120576,1138
120595,1960
120597,1567
120603,1059
120635,1124
120654,82
120658,10498
120679,747
120683,583
120698,1112
120706,1185
120721,1123
120742,1859
120790,63
120821,280
120833,1271
120842,1122
120850,644
120864,1126
120892,542
120909,5002
120944,2377
120978,310
120984,1461
121058,746
121064,111
121065,3026
121091,1490
121128,1892
121148,168
121198,6934
121203,1672
121203,678
121231,391
121284,3122
121284,1870
121315,1630
121374,3821
121385,661
121385,1151
121400,2764
121435,2418
121436,72
121447,341
121461,1089
121470,530
121496,803
121541,69
121543,3774
121565,2983
121593,1995
121593,1601
121622,1727
121681,900
121684,1502
121698,1424
121732,67
121813,243
121819,1564
121828,494
121829,905
121830,64
121879,650
121879,1270
121903,1601
121916,1001
121927,1297
121965,357
122006,1587
122011,1017
122055,812
122076,2339
122082,2062
122089,4031
122110,1559
122158,355
122199,3808
122271,2457
122386,2098
122410,1836
122419,803
122420,2016
122439,2385
122536,85
122557,1527
122592,4320
122649,2113
122656,619
122661,1879
122666,2502
122683,1291
122686,802
122729,5661
122748,7126
122751,1515
122773,642
122782,1876
122798,2081
122827,554
122847,849
122882,645
122965,163
122993,1142
122997,1416
122998,1893
123007,1064
123059,2150
123084,205
123096,89
123096,1176
123108,76
123137,671
123145,1482
123149,202
123181,321
123286,7021
123294,6266
123309,248
123328,1991
123332,1515
123400,647
123401,1341
123433,384
123482,1460
123668,1989
123784,1547
123786,937
123807,1748
123862,9716
123862,1538
123909,239
124067,1219
124106,2604
124204,1064
124270,4984
124293,748
124334,412
124339,2053
124354,868
124382,2419
124432,836
124489,4358
124561,290
124602,588
124608,1485
124630,3678
124667,22056
124721,465
124750,890
124757,132
124766,2093
124784,4525
125004,474
125070,278
125099,271
125117,50
125128,1555
125136,1384
125149,2121
125172,805
125181,19912
125201,1198
125223,258
125225,1794
125236,5082
125273,2956
125284,1722
125334,1429
125384,786
125408,1238
125420,70
125438,875
125474,132
125536,231
125545,851
125652,295
125773,2595
125926,1031
125948,535
125989,456
126023,489
126072,10922
126106,1847
126110,1102
126125,8270
126140,985
126162,1920
126208,866
126212,404
126215,560
126221,1312
126222,11175
126222,1549
126229,3243
126308,1664
126325,265
126343,2151
126343,1515
126369,1489
126376,79
126467,1020
126491,341
126544,265
126684,4763
126687,825
126688,1234
126688,2318
126689,1774
126691,4161
126716,66
126760,907
126767,1534
126784,537
126798,71
126798,117
126798,1095
126807,93
126811,1881
126821,9073
126852,2419
126874,3992
126874,1441
126895,986
126913,566
126941,5636
126962,1152
126970,278
126984,84
127028,2017
127054,188
127060,2843
127064,5314
127064,2318
127082,2991
127082,212
127143,2772
127145,105
127157,2822
127182,3392
127192,2546
127328,1934
127370,504
127378,3974
127430,4720
127435,2705
127441,1103
127446,492
127446,605
127455,2833
127477,1066
127484,710
127489,726
127500,249
127516,890
127516,1188
127535,852
127588,1477
127632,1217
127672,1205
127706,1161
127714,524
127777,1048
127796,1180
127837,1180
127847,1147
127863,1220
127883,1170
127956,669
127956,1173
127970,1094
127974,605
128141,1147
128148,370
128152,590
128309,2196
128331,33
128331,1208
128334,613
128496,2316
128558,1164
128606,1155
128616,567
128616,1188
128626,1102
128631,1177
128654,1116
128696,624
128697,1167
128760,2502
128777,1154
128790,14979
128790,2343
128797,1195
128883,224
128887,1172
128968,1156
129005,1247
129015,303
129170,1202
129276,1149
129287,1172
129290,3539
129302,1144
129308,1179
129329,523
129370,1172
129408,1115
129413,1133
129478,1129
129519,1187
129530,1195
129564,1148
129624,187
129638,11179
129711,5708
129775,620
129805,587
129827,86331
129827,3195
129878,1375
129921,1183
129924,3640
129924,1143
129951,1178
129974,3237
130049,1139
130051,1115
130061,274
130082,1180
130182,1210
130213,531
130213,1137
130227,1180
130280,595
130290,1157
130350,1166
130366,1125
130390,599
130481,1199
130523,1211
130534,1148
130649,1741
130655,603
130737,1259
130737,1153
130785,563
130785,1146
130792,1159
130840,1222
130850,1145
131003,1267
131036,782
131132,1159
131239,259
131239,1140
131276,1214
131340,518
131361,74
131362,1179
131371,527
131388,290
131438,1249
131453,564
131530,3794
131588,1196
131630,1160
131640,1206
131652,1162
131656,1126
131661,1215
131679,1226
131733,1142
131747,1146
131818,2942
131856,1157
131857,693
131857,1237
131862,1157
131964,1193
132018,1205
132041,1146
132089,1583
132155,2580
132155,623
132167,1195
132180,608
132197,1203
132244,1116
132268,613
132271,1161
132271,1150
132290,1157
132294,1103
132336,830
132344,502
132417,1175
132471,1208
132471,1174
132501,1195
132522,1164
132522,24
132522,1138
132542,1189
132591,1192
132651,1193
132662,1183
132670,1149
132703,1166
132708,5694
132771,1147
132801,1184
132883,1140
132883,28
133014,1086
133107,1190
133139,1160
133199,1421
133199,1912
133205,1201
133230,2010
133230,1114
133234,3526
133320,1142
133333,1414
133340,1194
133354,547
133354,276
133354,574
133381,1198
133397,1207
133423,1107
133432,572
133490,1193
133510,12619
133545,1156
133576,604
133662,1184
133702,613
133711,2678
133713,1215
133741,1213
133871,1144
133895,588
133927,1129
133959,8979
133982,1147
133983,85
134129,93
134136,676
134136,1656
134292,1587
134295,1153
134327,77
134354,5307
134357,1112
134368,1055
134394,1176
134404,1160
134428,544
134428,2161
134429,1128
134513,925
134565,1158
134616,1163
134618,1192
134709,1145
134709,1957
134748,1112
134753,1103
134764,1159
134793,1143
134933,932
134959,618
134986,1149
134987,1402
135020,594
135105,1141
135125,1193
135125,90
135141,1147
135180,1625
135274,1144
135289,540
135310,1215
135419,1161
135475,1212
135502,150
135790,1166
135842,3312
135920,788
135950,1138
135961,517
135992,1198
135995,393
136024,556
136024,1134
136337,1124
136593,308
136608,1762
136610,858
136656,1152
136703,1082
136719,771
136750,1142
136774,973
136809,1181
136811,1151
136826,944
136850,180
136859,1130
136905,1210
136912,13299
136915,2446
136940,572
136965,1161
136974,588
137001,1145
137011,1156
137034,1156
137040,1004
137050,1246
137076,365
137129,5865
137195,1189
137228,1260
137265,1199
137270,1130
137280,65
137291,1215
137320,1142
137375,1183
137385,1158
137426,625
137435,1255
137445,41
137451,1162
137485,549
137501,1214
137575,50
137581,1143
137602,61
137679,1237
137740,1350
137749,1157
137754,81
137786,51
137792,1504
